customer_id,first_name,last_name,gender,date_of_birth,city,state,occupation,employment_type,annual_income,credit_score,customer_since,risk_segment
102594,Diya,Iyer,Female,2003-01-07,Vadodara,Gujarat,Healthcare,Self-employed,792445.15,747,2024-09-03,Medium
102595,Riya,Joshi,Female,1983-01-12,Chennai,Tamil Nadu,Finance,Salaried,428372.66,807,2023-10-26,Low
102596,Rohan,Rao,Male,1964-01-17,New Delhi,Delhi,Finance,Salaried,956241.84,783,2023-10-11,Low
102597,Nikhil,Joshi,Female,2003-01-07,Hyderabad,Telangana,Education,Contract,553511.22,768,2019-08-06,Low
102598,Kavya,Sharma,Female,1993-01-09,New Delhi,Delhi,Other,Self-employed,363485.43,763,2018-07-16,Low
102599,Meera,Mishra,Male,1979-01-13,New Delhi,Delhi,Manufacturing,Self-employed,1061084.78,772,2018-02-18,Low
102600,Karan,Shah,Female,1964-01-17,Nagpur,Maharashtra,Manufacturing,Salaried,1161285.72,699,2022-03-23,Medium
102601,Riya,Gupta,Male,1963-01-17,New Delhi,Delhi,IT,Salaried,492359.71,750,2021-04-11,Low
102602,Aarav,Verma,Male,1963-01-17,Hyderabad,Telangana,Retail,Contract,1311357.73,711,2022-06-01,Medium
102603,Priya,Mishra,Male,1994-01-09,Bengaluru,Karnataka,IT,Business Owner,1258919.94,726,2017-04-04,Medium
102604,Neha,Verma,Female,1967-01-16,Kolkata,West Bengal,Healthcare,Self-employed,615842.91,788,2017-01-15,Low
102605,Nikhil,Gupta,Male,1994-01-09,Jaipur,Rajasthan,,Salaried,1381527.31,722,2019-06-17,Medium
102606,Riya,Mehta,Female,1983-01-12,Kolkata,West Bengal,Education,Contract,382740.2,744,2023-08-18,Medium
102607,Vikram,Shah,Male,1962-01-17,Kolkata,West Bengal,Healthcare,Salaried,526024.03,728,2017-08-04,Medium
102608,Aditya,Gupta,Female,1989-01-10,Warangal,Telangana,Other,Salaried,775739.37,696,2019-07-30,Medium
102609,Neha,Joshi,Female,1995-01-09,Nagpur,Maharashtra,IT,Salaried,645357.19,674,2019-05-30,High
102610,Meera,Nair,Female,1988-01-11,Mumbai,Maharashtra,Retail,Salaried,1273737.06,715,2020-02-24,Medium
102611,Rohan,Kumar,Male,1982-01-12,Kolkata,West Bengal,Manufacturing,Salaried,397758.35,735,2016-03-02,Medium
102612,Kavya,Iyer,Male,1993-01-09,New Delhi,Delhi,Manufacturing,Self-employed,781671.75,801,2022-12-16,Low
102613,Rahul,Mehta,Female,2005-01-06,New Delhi,Delhi,Finance,Salaried,731930.32,705,2017-07-06,Medium
102614,Aditi,Joshi,Male,1984-01-12,Mysuru,Karnataka,Retail,Salaried,712191.98,740,2022-11-12,Medium
102615,Siddharth,Singh,Female,1996-01-09,Chennai,Tamil Nadu,Other,Self-employed,540745.96,665,2025-09-03,High
102616,Kavya,Iyer,Female,1981-01-12,Chennai,Tamil Nadu,Government,Business Owner,952800.23,665,2017-08-07,High
102617,Vikram,Patel,Female,1963-01-17,Udaipur,Rajasthan,Finance,Salaried,869362.36,736,2023-10-08,Medium
102618,Aditi,Joshi,Female,1985-01-11,Nagpur,Maharashtra,Other,Self-employed,1164582.51,667,2020-08-26,High
102619,Sneha,Singh,Female,1970-01-15,Chennai,Tamil Nadu,IT,Business Owner,1857043.52,639,2015-03-03,High
102620,Aarav,Mehta,Male,1978-01-13,Madurai,Tamil Nadu,Other,Salaried,966664.0,703,2015-04-06,Medium
102621,Aarav,Rao,Male,1968-01-16,Kolkata,West Bengal,Other,Salaried,476061.04,675,2020-10-28,High
102622,Aditi,Shah,Female,1999-01-08,Surat,Gujarat,Finance,Salaried,1738695.15,738,2024-07-20,Medium
102623,Siddharth,Sharma,Female,1995-01-09,Mysuru,Karnataka,Finance,Salaried,798165.5,684,2015-06-21,Medium
102624,Aditya,Das,Male,1964-01-17,Kolkata,West Bengal,IT,Salaried,1288241.45,735,2026-03-14,Medium
102625,Arjun,Nair,Female,2005-01-06,Jaipur,Rajasthan,Government,Salaried,1075526.99,733,2015-07-06,Medium
102626,Rahul,Singh,Male,1996-01-09,New Delhi,Delhi,Healthcare,Business Owner,286934.49,703,2022-09-16,Medium
102627,Vihaan,Gupta,Male,1995-01-09,Warangal,Telangana,Retail,Salaried,431627.97,663,2025-04-29,High
102628,Vihaan,Singh,Male,1964-01-17,Kolkata,West Bengal,IT,Self-employed,233786.22,693,2023-12-14,Medium
102629,Isha,Shah,Male,1975-01-14,Mangaluru,Karnataka,Manufacturing,Self-employed,867691.44,581,2022-06-03,Very High
102630,Arjun,Mishra,Female,1984-01-12,Jaipur,Rajasthan,Education,Salaried,519258.48,609,2022-05-07,High
102631,Arjun,Singh,Female,2000-01-08,Mangaluru,Karnataka,Retail,Salaried,1024969.31,725,2023-03-12,Medium
102632,Vikram,Kumar,Female,1966-01-16,Ahmedabad,Gujarat,Government,Salaried,541778.19,587,2026-01-26,Very High
102633,Isha,Das,Female,1974-01-14,New Delhi,Delhi,Healthcare,Salaried,806305.84,779,2020-02-29,Low
102634,Aditya,Singh,Male,1986-01-11,Warangal,Telangana,Healthcare,Salaried,1016003.17,675,2026-05-23,High
102635,Siddharth,Kumar,Female,1995-01-09,Warangal,Telangana,Government,Self-employed,639396.09,683,2017-01-12,Medium
102636,Nikhil,Gupta,Male,1991-01-10,Mysuru,Karnataka,Finance,Self-employed,420027.87,702,2020-04-23,Medium
102637,Neha,Patel,Male,1961-01-17,Kolkata,West Bengal,IT,Salaried,999108.15,557,2017-09-27,Very High
102638,Arjun,Mishra,Female,1969-01-15,Warangal,Telangana,Other,Business Owner,682810.5,653,2016-02-03,High
102639,Isha,Kumar,Male,1994-01-09,Ahmedabad,Gujarat,Finance,Self-employed,753388.9,775,2016-03-20,Low
102640,Rohan,Das,Male,1970-01-15,Jaipur,Rajasthan,Finance,Salaried,852091.35,727,2016-08-27,Medium
102641,Riya,Das,Female,1985-01-11,Warangal,Telangana,IT,Salaried,431096.65,641,2015-07-18,High
102642,Diya,Nair,Male,1978-01-13,Madurai,Tamil Nadu,Education,Salaried,264684.3,687,2017-12-02,Medium
102643,Rahul,Joshi,Male,2002-01-07,Bengaluru,Karnataka,IT,Contract,594091.66,784,2020-01-13,Low
102644,Priya,Shah,Male,2000-01-08,Mumbai,Maharashtra,Manufacturing,Salaried,1093419.06,642,2015-05-15,High
102645,Aditya,Singh,Male,1987-01-11,Surat,Gujarat,Manufacturing,Self-employed,840297.83,723,2022-05-14,Medium
102646,Aarav,Gupta,Male,1985-01-11,Mysuru,Karnataka,Government,Salaried,1088049.13,654,2019-09-10,High
102647,Aarav,Gupta,Female,1969-01-15,Jaipur,Rajasthan,IT,Salaried,328418.88,796,2024-04-09,Low
102648,Karan,Reddy,Male,1999-01-08,New Delhi,Delhi,Healthcare,Salaried,731777.91,790,2015-05-24,Low
102649,Siddharth,Das,Female,1995-01-09,Ahmedabad,Gujarat,Healthcare,Salaried,1231255.47,748,2021-03-20,Medium
102650,Vihaan,Joshi,Male,1964-01-17,Warangal,Telangana,Finance,Salaried,917671.49,687,2018-08-04,Medium
102651,Kavya,Patel,Male,1983-01-12,New Delhi,Delhi,Healthcare,Business Owner,489682.3,651,2021-02-10,High
102652,Siddharth,Shah,Male,2004-01-07,Hyderabad,Telangana,Finance,Business Owner,1290137.73,747,2017-11-18,Medium
102653,Vihaan,Rao,Male,1976-01-14,Madurai,Tamil Nadu,Education,Salaried,295074.97,663,2025-12-22,High
102654,Karan,Joshi,Female,1973-01-14,New Delhi,Delhi,Manufacturing,Self-employed,3894789.47,804,2024-03-28,Low
102655,Karan,Mehta,Male,2005-01-06,Jaipur,Rajasthan,Healthcare,Salaried,882037.75,700,2022-11-23,Medium
102656,Rohan,Patel,Female,1964-01-17,Bengaluru,Karnataka,IT,Salaried,512361.56,667,2022-09-04,High
102657,Karan,Nair,Female,1963-01-17,Udaipur,Rajasthan,IT,Self-employed,839983.41,695,2021-09-02,Medium
102658,Rohan,Das,Male,1967-01-16,New Delhi,Delhi,Government,Contract,356515.41,616,2015-06-06,High
102659,Vihaan,Singh,Male,2001-01-07,Mangaluru,Karnataka,Finance,Business Owner,514851.8,658,2015-03-31,High
102660,Isha,Das,Female,1987-01-11,Jaipur,Rajasthan,Education,Contract,391994.87,695,2019-08-25,Medium
102661,Sneha,Verma,Male,1965-01-16,Kolkata,West Bengal,Retail,Salaried,1064242.86,786,2024-07-13,Low
102662,Riya,Iyer,Male,1988-01-11,Coimbatore,Tamil Nadu,IT,Business Owner,1045700.84,638,2020-07-29,High
102663,Rahul,Verma,Male,1967-01-16,Mysuru,Karnataka,Healthcare,Self-employed,643142.36,629,2024-10-08,High
102664,Ananya,Joshi,Male,1995-01-09,Surat,Gujarat,Finance,Self-employed,899509.44,745,2016-04-24,Medium
102665,Isha,Kumar,Female,1985-01-11,Coimbatore,Tamil Nadu,IT,Salaried,1687655.5,679,2025-01-15,High
102666,Neha,Nair,Male,2003-01-07,New Delhi,Delhi,Finance,Salaried,888116.78,693,2015-12-19,Medium
102667,Karan,Singh,Female,2004-01-07,Mangaluru,Karnataka,IT,Salaried,670947.78,678,2018-07-09,High
102668,Vikram,Mehta,Male,1999-01-08,Vadodara,Gujarat,IT,Self-employed,475107.63,712,2018-03-12,Medium
102669,Karan,Rao,Female,1987-01-11,Vadodara,Gujarat,Retail,Salaried,782692.85,762,2021-08-07,Low
102670,Vihaan,Singh,Female,2004-01-07,Warangal,Telangana,Other,Salaried,649920.08,722,2022-10-29,Medium
102671,Isha,Iyer,Male,1996-01-09,Ahmedabad,Gujarat,Retail,Salaried,671371.88,708,2015-10-09,Medium
102672,Vihaan,Singh,Male,2000-01-08,Mangaluru,Karnataka,Other,Salaried,1478055.61,828,2023-08-28,Low
102673,Priya,Mehta,Female,1969-01-15,Kolkata,West Bengal,Finance,Self-employed,1051007.06,782,2023-02-20,Low
102674,Vikram,Kumar,Female,2003-01-07,New Delhi,Delhi,Government,Business Owner,656661.43,700,2022-07-09,Medium
102675,Kavya,Joshi,Female,1998-01-08,Nagpur,Maharashtra,Healthcare,Business Owner,1156010.32,643,2023-03-30,High
102676,Vikram,Kumar,Male,1995-01-09,Hyderabad,Telangana,Healthcare,Self-employed,737822.86,664,2025-10-01,High
102677,Siddharth,Mishra,Female,1969-01-15,Pune,Maharashtra,Retail,Business Owner,736543.16,707,2022-08-07,Medium
102678,Isha,Mishra,Male,1988-01-11,Coimbatore,Tamil Nadu,Education,Salaried,1199521.06,728,2018-06-13,Medium
102679,Aditi,Mishra,Male,1965-01-16,New Delhi,Delhi,Finance,Self-employed,1108179.05,788,2017-08-29,Low
102680,Karan,Iyer,Male,1992-01-10,Hyderabad,Telangana,Finance,Salaried,493139.53,721,2015-01-22,Medium
102681,Arjun,Iyer,Female,1986-01-11,Madurai,Tamil Nadu,IT,Salaried,212450.36,636,2017-02-04,High
102682,Rahul,Verma,Female,1989-01-10,Pune,Maharashtra,Government,Salaried,1115606.34,693,2022-08-24,Medium
102683,Rahul,Das,Female,1970-01-15,Mangaluru,Karnataka,Government,Contract,1152658.16,647,2021-09-19,High
102684,Aditi,Verma,Male,1966-01-16,Warangal,Telangana,Healthcare,Salaried,1237683.19,655,2021-09-29,High
102685,Karan,Patel,Male,1997-01-08,Kolkata,West Bengal,,Salaried,399487.44,689,2022-11-20,Medium
102686,Priya,Sharma,Female,1965-01-16,Hyderabad,Telangana,Finance,Salaried,516016.95,611,2019-12-11,High
102687,Diya,Mehta,Female,2000-01-08,Mumbai,Maharashtra,Other,Business Owner,559885.71,712,2015-08-26,Medium
102688,Karan,Singh,Male,1973-01-14,Chennai,Tamil Nadu,IT,Salaried,1095847.89,729,2019-03-04,Medium
102689,Vikram,Rao,Male,1965-01-16,Kolkata,West Bengal,,Self-employed,706679.68,680,2023-12-31,Medium
102690,Rohan,Verma,Male,1966-01-16,Nagpur,Maharashtra,Finance,Salaried,320865.03,673,2019-02-07,High
102691,Ananya,Shah,Male,1974-01-14,New Delhi,Delhi,IT,Salaried,557938.95,673,2015-02-08,High
102692,Vihaan,Iyer,Female,1966-01-16,Kolkata,West Bengal,Finance,Contract,1291901.89,714,2022-08-24,Medium
102693,Riya,Joshi,Female,1962-01-17,Surat,Gujarat,Retail,Salaried,799525.54,700,2024-05-22,Medium
102694,Neha,Patel,Male,1975-01-14,Udaipur,Rajasthan,Manufacturing,Contract,804074.41,710,2017-09-02,Medium
102695,Priya,Verma,Female,1983-01-12,Vadodara,Gujarat,Finance,Salaried,456933.49,672,2022-09-06,High
102696,Vikram,Nair,Male,1969-01-15,Warangal,Telangana,,Salaried,814601.72,683,2019-10-24,Medium
102697,Priya,Kumar,Male,1963-01-17,Vadodara,Gujarat,IT,Salaried,896610.17,769,2021-04-15,Low
102698,Ananya,Nair,Male,1970-01-15,Udaipur,Rajasthan,Government,Salaried,2070736.95,731,2021-03-04,Medium
102699,Karan,Mehta,Male,1983-01-12,Jaipur,Rajasthan,Finance,Salaried,1087922.55,748,2025-10-16,Medium
102700,Rohan,Gupta,Male,1972-01-15,Kolkata,West Bengal,Government,Self-employed,2029952.84,632,2026-06-04,High
102701,Neha,Verma,Male,2003-01-07,Pune,Maharashtra,Other,Contract,547773.4,707,2024-07-31,Medium
102702,Aarav,Mehta,Male,1994-01-09,Hyderabad,Telangana,Manufacturing,Self-employed,468878.48,747,2021-06-03,Medium
102703,Aditya,Iyer,Male,1967-01-16,Madurai,Tamil Nadu,Education,Salaried,526694.23,680,2018-08-18,Medium
102704,Aarav,Joshi,Male,1990-01-10,Kolkata,West Bengal,Other,Salaried,1621334.54,666,2016-02-17,High
102705,Siddharth,Mehta,Male,1992-01-10,Hyderabad,Telangana,Retail,Salaried,706800.17,613,2015-03-15,High
102706,Aarav,Shah,Male,1986-01-11,Madurai,Tamil Nadu,Government,Business Owner,560773.13,739,2022-11-04,Medium
102707,Aditi,Singh,Female,1986-01-11,Warangal,Telangana,Finance,Salaried,1537331.99,646,2019-10-30,High
102708,Priya,Sharma,Female,2005-01-06,Chennai,Tamil Nadu,Retail,Contract,1189117.59,595,2017-01-17,Very High
102709,Vihaan,Verma,Female,1998-01-08,Madurai,Tamil Nadu,Retail,Contract,1555963.17,697,2024-11-02,Medium
102710,Kavya,Reddy,Male,1977-01-13,Udaipur,Rajasthan,Government,Contract,1366022.9,706,2017-01-27,Medium
102711,Karan,Gupta,Male,1989-01-10,Udaipur,Rajasthan,Other,Salaried,1443458.45,654,2019-01-31,High
102712,Sneha,Das,Female,1964-01-17,New Delhi,Delhi,Government,Salaried,809184.49,658,2020-06-11,High
102713,Vihaan,Singh,Female,2004-01-07,Madurai,Tamil Nadu,IT,Self-employed,906164.77,655,2016-11-22,High
102714,Arjun,Das,Female,2001-01-07,Vadodara,Gujarat,Healthcare,Salaried,785631.6,802,2025-09-23,Low
102715,Isha,Mehta,Female,1979-01-13,Kolkata,West Bengal,Government,Salaried,615648.98,640,2025-02-02,High
102716,Ananya,Reddy,Male,1990-01-10,Kolkata,West Bengal,Retail,Salaried,431429.78,615,2015-01-27,High
102717,Vihaan,Iyer,Male,1982-01-12,Kolkata,West Bengal,IT,Salaried,1043481.06,731,2016-05-30,Medium
102718,Neha,Gupta,Male,1967-01-16,Hyderabad,Telangana,IT,Salaried,910653.67,766,2018-05-29,Low
102719,Kavya,Kumar,Female,1974-01-14,Surat,Gujarat,Other,Salaried,1107419.78,591,2026-01-17,Very High
102720,Sneha,Kumar,Male,1993-01-09,Kolkata,West Bengal,Manufacturing,Business Owner,650898.25,746,2018-02-13,Medium
102721,Aarav,Das,Female,1977-01-13,Chennai,Tamil Nadu,Manufacturing,Salaried,1213367.63,725,2019-09-30,Medium
102722,Aarav,Verma,Female,1981-01-12,Kolkata,West Bengal,Finance,Salaried,370009.76,734,2015-10-24,Medium
102723,Neha,Das,Female,1990-01-10,Hyderabad,Telangana,Government,Salaried,2408800.56,695,2019-01-09,Medium
102724,Isha,Reddy,Female,1977-01-13,New Delhi,Delhi,Finance,Salaried,453018.7,717,2022-08-24,Medium
102725,Aditi,Iyer,Female,2000-01-08,Chennai,Tamil Nadu,Other,Business Owner,639521.97,777,2025-04-14,Low
102726,Kavya,Das,Male,1972-01-15,Madurai,Tamil Nadu,Healthcare,Salaried,615068.93,773,2019-06-20,Low
102727,Isha,Mishra,Male,1996-01-09,Kolkata,West Bengal,Government,Salaried,684084.65,687,2018-12-15,Medium
102728,Aarav,Mishra,Male,2001-01-07,Kolkata,West Bengal,Government,Self-employed,653826.4,614,2023-05-19,High
102729,Arjun,Das,Female,1970-01-15,Mangaluru,Karnataka,IT,Salaried,885946.54,749,2019-01-17,Medium
102730,Diya,Mehta,Female,1994-01-09,Mysuru,Karnataka,Government,Salaried,443171.72,770,2016-05-20,Low
102731,Aditi,Iyer,Male,1992-01-10,Mangaluru,Karnataka,Manufacturing,Salaried,298414.41,578,2021-04-25,Very High
102732,Aditi,Das,Female,2000-01-08,Kolkata,West Bengal,Other,Salaried,1480177.3,665,2024-07-12,High
102733,Priya,Sharma,Female,1981-01-12,Mumbai,Maharashtra,Healthcare,Salaried,537580.07,707,2025-08-18,Medium
102734,Ananya,Singh,Male,1970-01-15,Ahmedabad,Gujarat,Education,Self-employed,447761.02,709,2018-12-09,Medium
102735,Kavya,Nair,Female,1971-01-15,Mumbai,Maharashtra,Other,Contract,491144.44,611,2023-09-23,High
102736,Aditya,Kumar,Female,1998-01-08,New Delhi,Delhi,Finance,Salaried,437217.95,679,2017-07-16,High
102737,Diya,Gupta,Male,1974-01-14,Bengaluru,Karnataka,Finance,Salaried,590592.98,733,2020-06-25,Medium
102738,Ananya,Shah,Male,1994-01-09,Bengaluru,Karnataka,Government,Salaried,2858919.87,738,2025-02-19,Medium
102739,Sneha,Shah,Male,1981-01-12,Kolkata,West Bengal,Other,Business Owner,971377.34,575,2019-09-30,Very High
102740,Isha,Mishra,Female,1985-01-11,Warangal,Telangana,Retail,Salaried,871371.85,743,2026-04-19,Medium
102741,Sneha,Das,Female,1980-01-13,Chennai,Tamil Nadu,Retail,Salaried,632264.37,678,2015-03-21,High
102742,Diya,Joshi,Female,1975-01-14,Bengaluru,Karnataka,Government,Salaried,1833883.97,688,2020-09-04,Medium
102743,Diya,Verma,Female,1997-01-08,Chennai,Tamil Nadu,Healthcare,Salaried,1903231.49,774,2022-08-08,Low
102744,Kavya,Reddy,Female,1979-01-13,Kolkata,West Bengal,Retail,Salaried,1109486.17,624,2021-07-27,High
102745,Rahul,Gupta,Male,1961-01-17,Warangal,Telangana,Manufacturing,Self-employed,1184452.87,635,2022-02-20,High
102746,Nikhil,Gupta,Male,1989-01-10,Coimbatore,Tamil Nadu,Government,Self-employed,544333.11,672,2016-06-16,High
102747,Nikhil,Mehta,Male,1986-01-11,Nagpur,Maharashtra,Retail,Salaried,1007755.87,639,2025-05-17,High
102748,Vihaan,Iyer,Female,1978-01-13,Kolkata,West Bengal,Retail,Salaried,615495.42,699,2021-08-21,Medium
102749,Rohan,Reddy,Female,1991-01-10,Madurai,Tamil Nadu,Other,Salaried,435858.19,741,2026-06-05,Medium
102750,Priya,Mishra,Male,1981-01-12,Ahmedabad,Gujarat,Other,Salaried,814025.54,710,2020-09-07,Medium
102751,Kavya,Patel,Female,1961-01-17,Udaipur,Rajasthan,Education,Salaried,811306.71,697,2023-06-08,Medium
102752,Karan,Reddy,Male,1979-01-13,Madurai,Tamil Nadu,IT,Salaried,341209.14,751,2024-08-31,Low
102753,Ananya,Rao,Male,1984-01-12,New Delhi,Delhi,Retail,Business Owner,1017969.96,768,2023-03-09,Low
102754,Aarav,Mehta,Male,2001-01-07,Warangal,Telangana,Finance,Salaried,485046.56,781,2025-03-18,Low
102755,Aditya,Gupta,Female,2005-01-06,Bengaluru,Karnataka,Education,Salaried,241313.34,670,2022-10-06,High
102756,Arjun,Joshi,Female,1982-01-12,Kolkata,West Bengal,IT,Salaried,368463.37,726,2019-03-01,Medium
102757,Neha,Iyer,Female,2001-01-07,Hyderabad,Telangana,Healthcare,Salaried,463339.0,663,2022-09-12,High
102758,Vikram,Singh,Female,1996-01-09,Coimbatore,Tamil Nadu,IT,Salaried,1452000.87,685,2024-08-13,Medium
102759,Karan,Verma,Female,1994-01-09,Coimbatore,Tamil Nadu,Government,Business Owner,932542.24,716,2023-08-06,Medium
102760,Rohan,Das,Female,1970-01-15,Nagpur,Maharashtra,Government,Salaried,2217390.71,764,2023-01-10,Low
102761,Diya,Rao,Female,1994-01-09,Jaipur,Rajasthan,Healthcare,Business Owner,542456.98,745,2022-12-21,Medium
102762,Aditi,Mishra,Female,1998-01-08,Chennai,Tamil Nadu,Manufacturing,Salaried,1449155.89,753,2022-05-03,Low
102763,Vikram,Mehta,Female,1975-01-14,Udaipur,Rajasthan,Healthcare,Salaried,608082.38,597,2021-02-12,Very High
102764,Arjun,Rao,Female,2001-01-07,Madurai,Tamil Nadu,IT,Business Owner,397783.48,763,2020-07-15,Low
102765,Riya,Iyer,Male,1991-01-10,New Delhi,Delhi,Government,Salaried,972586.31,704,2025-09-09,Medium
102766,Diya,Sharma,Male,1964-01-17,Mangaluru,Karnataka,,Salaried,773998.66,621,2024-05-01,High
102767,Isha,Nair,Female,1990-01-10,Hyderabad,Telangana,Other,Business Owner,699350.76,737,2023-10-18,Medium
102768,Siddharth,Das,Male,1961-01-17,Mangaluru,Karnataka,Retail,Contract,834141.34,773,2017-06-14,Low
102769,Vikram,Iyer,Female,1998-01-08,Udaipur,Rajasthan,Manufacturing,Salaried,2280853.0,818,2021-06-06,Low
102770,Ananya,Mishra,Female,1988-01-11,Kolkata,West Bengal,Government,Business Owner,535978.74,697,2018-07-11,Medium
102771,Neha,Mehta,Female,2002-01-07,Kolkata,West Bengal,Finance,Contract,1852782.88,632,2019-05-17,High
102772,Isha,Iyer,Male,1992-01-10,Vadodara,Gujarat,Healthcare,Salaried,332168.66,734,2015-01-20,Medium
102773,Priya,Sharma,Female,1999-01-08,Warangal,Telangana,IT,Salaried,252056.87,641,2026-06-16,High
102774,Rohan,Mishra,Male,1968-01-16,Udaipur,Rajasthan,Other,Self-employed,367834.09,728,2021-07-17,Medium
102775,Diya,Iyer,Male,1965-01-16,Surat,Gujarat,Manufacturing,Self-employed,423327.95,667,2017-07-30,High
102776,Aarav,Kumar,Male,2005-01-06,New Delhi,Delhi,Education,Salaried,573721.78,594,2019-12-09,Very High
102777,Ananya,Joshi,Female,1976-01-14,New Delhi,Delhi,Education,Salaried,1262968.14,701,2020-03-08,Medium
102778,Rahul,Patel,Female,1995-01-09,New Delhi,Delhi,Retail,Self-employed,691416.32,648,2018-10-11,High
102779,Isha,Patel,Male,1963-01-17,Jaipur,Rajasthan,Education,Salaried,1136787.2,677,2015-07-18,High
102780,Rohan,Nair,Male,1995-01-09,Vadodara,Gujarat,Retail,Salaried,1208063.36,694,2019-08-30,Medium
102781,Rohan,Mehta,Female,1976-01-14,New Delhi,Delhi,Education,Salaried,2033291.55,701,2015-04-15,Medium
102782,Riya,Gupta,Female,1989-01-10,Warangal,Telangana,Education,Salaried,933968.86,707,2024-05-19,Medium
102783,Karan,Iyer,Female,1982-01-12,Mumbai,Maharashtra,Finance,Salaried,667054.56,708,2017-02-08,Medium
102784,Priya,Iyer,Male,1973-01-14,New Delhi,Delhi,Manufacturing,Contract,925028.48,739,2026-04-09,Medium
102785,Aditya,Mehta,Female,1998-01-08,Pune,Maharashtra,Manufacturing,Salaried,762518.32,762,2024-06-10,Low
102786,Meera,Iyer,Female,1986-01-11,Ahmedabad,Gujarat,Manufacturing,Salaried,1188958.39,695,2021-12-15,Medium
102787,Aarav,Shah,Male,1986-01-11,Nagpur,Maharashtra,Education,Contract,446357.52,768,2015-01-25,Low
102788,Vikram,Gupta,Male,1996-01-09,Bengaluru,Karnataka,Finance,Self-employed,2540286.28,775,2023-05-08,Low
102789,Priya,Reddy,Female,1979-01-13,Kolkata,West Bengal,Finance,Business Owner,889385.66,681,2021-07-06,Medium
102790,Sneha,Singh,Male,1995-01-09,Coimbatore,Tamil Nadu,Education,Salaried,317655.38,695,2020-06-08,Medium
102791,Ananya,Singh,Male,1969-01-15,New Delhi,Delhi,Other,Salaried,1291581.86,799,2023-03-17,Low
102792,Meera,Rao,Female,2005-01-06,Jaipur,Rajasthan,Finance,Business Owner,465369.58,712,2021-08-27,Medium
102793,Siddharth,Shah,Female,1978-01-13,Jaipur,Rajasthan,IT,Business Owner,298347.81,634,2017-10-26,High
102794,Siddharth,Gupta,Female,1977-01-13,Udaipur,Rajasthan,Finance,Self-employed,258918.31,657,2022-11-09,High
102795,Neha,Rao,Male,1988-01-11,Hyderabad,Telangana,Retail,Business Owner,873964.02,713,2015-06-06,Medium
102796,Meera,Iyer,Male,1972-01-15,Warangal,Telangana,Manufacturing,Self-employed,706940.15,690,2020-04-05,Medium
102797,Aarav,Das,Female,1992-01-10,Chennai,Tamil Nadu,Manufacturing,Salaried,786170.7,581,2019-09-27,Very High
102798,Rahul,Mehta,Female,2001-01-07,Hyderabad,Telangana,IT,Self-employed,1428326.98,728,2025-09-10,Medium
102799,Isha,Joshi,Female,1998-01-08,New Delhi,Delhi,Retail,Salaried,1381239.27,611,2015-05-08,High
102800,Meera,Sharma,Male,1990-01-10,Vadodara,Gujarat,IT,Salaried,1567722.07,704,2021-10-18,Medium
102801,Neha,Nair,Female,1970-01-15,Jaipur,Rajasthan,Healthcare,Business Owner,519444.55,614,2024-05-15,High
102802,Aditi,Kumar,Male,1988-01-11,Mysuru,Karnataka,IT,Salaried,1048740.64,703,2022-11-10,Medium
102803,Isha,Singh,Female,1982-01-12,Mangaluru,Karnataka,Retail,Self-employed,893894.28,718,2021-07-30,Medium
102804,Ananya,Verma,Male,1989-01-10,Mumbai,Maharashtra,Finance,Salaried,656693.09,687,2025-08-04,Medium
102805,Kavya,Gupta,Male,1961-01-17,Warangal,Telangana,Healthcare,Contract,736491.38,751,2016-04-20,Low
102806,Ananya,Shah,Female,1973-01-14,New Delhi,Delhi,Education,Business Owner,456323.49,667,2019-05-16,High
102807,Karan,Patel,Female,1992-01-10,Ahmedabad,Gujarat,Healthcare,Salaried,1555409.41,594,2015-11-02,Very High
102808,Arjun,Mehta,Female,1995-01-09,Jaipur,Rajasthan,Education,Salaried,1846241.34,652,2019-05-31,High
102809,Aarav,Kumar,Female,2002-01-07,Hyderabad,Telangana,Healthcare,Self-employed,1186807.1,794,2020-10-05,Low
102810,Sneha,Shah,Male,1970-01-15,Warangal,Telangana,Retail,Business Owner,433390.12,615,2018-08-28,High
102811,Aditi,Iyer,Female,1976-01-14,Vadodara,Gujarat,Healthcare,Salaried,695996.93,685,2024-03-27,Medium
102812,Diya,Shah,Female,1962-01-17,Madurai,Tamil Nadu,Manufacturing,Business Owner,1796286.08,683,2017-08-12,Medium
102813,Kavya,Das,Male,2002-01-07,Jaipur,Rajasthan,IT,Contract,1172510.14,819,2021-01-15,Low
102814,Nikhil,Reddy,Female,1965-01-16,New Delhi,Delhi,Finance,Salaried,875882.76,632,2025-11-20,High
102815,Meera,Gupta,Female,1995-01-09,Kolkata,West Bengal,Manufacturing,Salaried,753651.76,707,2026-04-03,Medium
102816,Aditya,Singh,Female,1962-01-17,Pune,Maharashtra,Healthcare,Business Owner,843735.94,733,2023-11-20,Medium
102817,Vihaan,Das,Male,1977-01-13,Vadodara,Gujarat,Finance,Business Owner,680812.83,694,2021-06-06,Medium
102818,Riya,Sharma,Male,1967-01-16,Udaipur,Rajasthan,Healthcare,Salaried,588032.24,722,2021-08-10,Medium
102819,Ananya,Verma,Female,1972-01-15,Ahmedabad,Gujarat,Education,Business Owner,500484.91,725,2021-11-07,Medium
102820,Arjun,Singh,Male,2000-01-08,New Delhi,Delhi,IT,Salaried,1761520.84,677,2021-09-18,High
